Episode Number,Score,Epsilon Value,Number of Actions,Missed Deliveries
0,21.611756596474166,1.0,827,2
1,21.687046449525816,0.99,827,2
2,21.433363864694115,0.9801,827,2
3,20.268456374161026,0.970299,827,2
4,11.168116264273182,0.96059601,631,1
5,11.03603189624689,0.9509900498999999,631,1
6,20.47044255785614,0.941480149401,827,2
7,30.253612110987095,0.9320653479069899,827,3
8,10.810538299888147,0.9227446944279201,658,1
9,20.193244666464736,0.9135172474836408,658,2
10,11.46805737250473,0.9043820750088044,637,1
11,21.679627462909966,0.8953382542587164,827,2
12,1.742486718647731,0.8863848717161292,826,0
13,20.247503868923786,0.8775210229989678,827,2
14,10.990817792480838,0.8687458127689782,827,1
15,10.37663587222578,0.8600583546412884,827,1
16,20.148420305320897,0.8514577710948755,658,2
17,0.997902422515719,0.8429431933839268,750,0
18,30.178637404136037,0.8345137614500875,827,3
19,11.671673231059833,0.8261686238355866,827,1
20,11.950887221190143,0.8179069375972308,827,1
21,10.25686578635409,0.8097278682212584,827,1
22,20.252130073602256,0.8016305895390459,827,2
23,10.234853546948733,0.7936142836436554,827,1
24,10.267502326298889,0.7856781408072188,827,1
25,20.185029389981228,0.7778213593991467,658,2
26,10.229300105128559,0.7700431458051551,827,1
27,13.344507161537933,0.7623427143471035,827,1
28,20.214688842031748,0.7547192872036326,827,2
29,20.833691797049426,0.7471720943315961,715,2
30,20.88144880554726,0.7397003733882802,709,2
31,10.199920082149859,0.7323033696543975,658,1
32,20.22065831493039,0.7249803359578534,827,2
33,10.26420429845032,0.7177305325982749,827,1
34,10.439400958009776,0.7105532272722921,631,1
35,20.201383856711622,0.7034476949995692,827,2
36,21.113426595443226,0.6964132180495735,827,2
37,20.270245434263554,0.6894490858690777,827,2
38,20.220002838123143,0.682554595010387,827,2
39,20.233048848989604,0.6757290490602831,827,2
40,10.176089032894616,0.6689717585696803,827,1
41,20.321946073720156,0.6622820409839835,827,2
42,20.64479228256796,0.6556592205741436,827,2
43,20.827517148154737,0.6491026283684022,827,2
44,20.671301917311773,0.6426116020847181,827,2
45,20.812193311722968,0.6361854860638709,827,2
46,30.164128649352882,0.6298236312032323,827,3
47,30.250721930086268,0.6235253948912,827,3
48,11.436660276323861,0.617290140942288,827,1
49,20.852430130677448,0.611117239532865,827,2
50,0.6952679781970332,0.6050060671375364,511,0
51,20.245575524057564,0.598956006466161,827,2
52,30.198413409090154,0.5929664464014994,827,3
53,30.17491679950365,0.5870367819374844,827,3
54,20.656520146163366,0.5811664141181095,827,2
55,10.41762423504935,0.5753547499769285,827,1
56,30.166394436060852,0.5696012024771592,827,3
57,30.18784686517035,0.5639051904523875,827,3
58,21.6702922579901,0.5582661385478637,827,2
59,20.6261016781019,0.5526834771623851,827,2
60,11.706678504247394,0.5471566423907612,827,1
61,30.09912085567165,0.5416850759668536,827,3
62,20.8492121616891,0.536268225207185,827,2
63,10.491905014213298,0.5309055429551132,827,1
64,21.150555690223555,0.525596487525562,827,2
65,21.205562343514256,0.5203405226503064,827,2
66,20.218970183192564,0.5151371174238033,827,2
67,20.181901790158566,0.5099857462495653,827,2
68,30.186383043973343,0.5048858887870696,827,3
69,30.211742354442773,0.4998370298991989,827,3
70,10.495829266454582,0.49483865960020695,827,1
71,20.412726461953397,0.4898902730042049,827,2
72,30.174933705793325,0.48499137027416284,827,3
73,30.24450253680824,0.4801414565714212,827,3
74,10.86072974000387,0.47534004200570695,711,1
75,10.646602274470037,0.4705866415856499,658,1
76,21.08447915163969,0.46588077516979337,827,2
77,30.207120232096216,0.46122196741809546,827,3
78,20.173116510734623,0.4566097477439145,827,2
79,0.09436750053229967,0.45204365026647536,334,0
80,11.234184934389868,0.4475232137638106,827,1
81,11.365246789293133,0.4430479816261725,827,1
82,10.845454591233167,0.43861750180991077,631,1
83,20.837625548772532,0.43423132679181164,718,2
84,2.0196763406868774,0.4298890135238935,800,0
85,30.134674273162315,0.4255901233886546,827,3
86,20.193227056507514,0.421334222154768,827,2
87,30.09226855358424,0.41712087993322033,827,3
88,20.128120781205666,0.41294967113388814,827,2
89,10.147758585148761,0.40882017442254925,658,1
90,30.061572971074526,0.4047319726783238,827,3
91,30.12456225290459,0.40068465295154054,827,3
92,20.804961151995624,0.3966778064220251,704,2
93,21.5268327873764,0.39271102835780486,827,2
94,12.034970706806838,0.3887839180742268,827,1
95,20.638882186857476,0.38489607889348454,827,2
96,10.180478991507947,0.38104711810454966,827,1
97,20.188126791456494,0.37723664692350417,827,2
98,10.732022462570503,0.37346428045426916,827,1
99,20.357721809099353,0.36972963764972644,827,2
100,21.171996299850456,0.3660323412732292,827,2
101,20.170692794388184,0.3623720178604969,827,2
102,30.132208196021164,0.3587482976818919,827,3
103,20.182528928958664,0.355160814705073,827,2
104,21.46485961051967,0.35160920655802225,827,2
105,30.143872464468544,0.348093114492442,827,3
106,30.08537539373292,0.3446121833475176,827,3
107,30.100984126774424,0.34116606151404244,827,3
108,20.220752107988478,0.337754400898902,827,2
109,30.173449415965575,0.334376856889913,827,3
110,11.031268021990341,0.33103308832101386,631,1
111,30.219637513960333,0.3277227574378037,827,3
112,30.176821143381815,0.3244455298634257,827,3
113,21.383954042674628,0.3212010745647914,827,2
114,20.19084819311944,0.3179890638191435,827,2
115,20.153791260966294,0.31480917318095203,827,2
116,30.067362563383455,0.3116610814491425,827,3
117,30.14486409139842,0.30854447063465107,827,3
118,10.308519857588987,0.3054590259283046,631,1
119,30.16010328429185,0.30240443566902153,827,3
120,10.152018100367092,0.2993803913123313,827,1
121,10.160919540661293,0.296386587399208,827,1
122,20.22550633830846,0.2934227215252159,827,2
123,30.158245503061735,0.29048849430996376,827,3
124,11.13900602784851,0.2875836093668641,658,1
125,30.1080075465427,0.28470777327319546,827,3
126,30.172958522308875,0.2818606955404635,827,3
127,30.137287954364467,0.27904208858505886,827,3
128,21.07836816027459,0.2762516676992083,827,2
129,11.249097321416116,0.2734891510222162,663,1
130,20.087837834954794,0.27075425951199406,658,2
131,20.119257067645144,0.2680467169168741,827,2
132,21.228301905346424,0.26536624974770534,827,2
133,30.130820608726722,0.2627125872502283,827,3
134,30.185913880682747,0.26008546137772603,827,3
135,20.112745204465494,0.25748460676394874,827,2
136,30.167757663545405,0.2549097606963093,827,3
137,30.070804515617095,0.2523606630893462,827,3
138,30.13506324043189,0.2498370564584527,827,3
139,30.125952240307885,0.24733868589386818,827,3
140,30.176259364056275,0.24486529903492948,827,3
141,10.102652477675912,0.2424166460445802,631,1
142,11.006232334854772,0.2399924795841344,782,1
143,10.841609079902721,0.23759255478829303,662,1
144,10.351584509360023,0.23521662924041012,658,1
145,20.873322672519485,0.232864462948006,827,2
146,11.518762877329646,0.23053581831852593,827,1
147,30.13090441579026,0.22823046013534068,827,3
148,20.7927407683167,0.22594815553398728,827,2
149,20.996398323242154,0.2236886739786474,795,2
150,30.118920820658264,0.22145178723886091,827,3
151,30.139862575274723,0.2192372693664723,827,3
152,20.080544171981778,0.21704489667280757,827,2
153,30.148507625784358,0.2148744477060795,827,3
154,20.171396997071234,0.2127257032290187,658,2
155,11.03144602159721,0.21059844619672852,658,1
156,30.084200893886454,0.20849246173476124,827,3
157,30.107615075719337,0.2064075371174136,827,3
158,30.10694734646204,0.2043434617462395,827,3
159,30.136700007338213,0.2023000271287771,827,3
160,10.089236682131187,0.2002770268574893,658,1
161,20.63990380797857,0.19827425658891443,827,2
162,30.08944002553907,0.19629151402302528,827,3
163,10.347084173414908,0.19432859888279502,631,1
164,30.106020509097732,0.19238531289396707,827,3
165,30.137093604383033,0.1904614597650274,827,3
166,20.119096234069783,0.1885568451673771,658,2
167,30.043624617531343,0.18667127671570335,827,3
168,10.936871691639885,0.1848045639485463,827,1
169,11.16941517571166,0.18295651830906084,827,1
170,20.826905713341947,0.18112695312597024,827,2
171,20.74801969688271,0.17931568359471053,827,2
172,30.126271033561753,0.17752252675876343,827,3
173,20.111867005051966,0.1757473014911758,827,2
174,30.11513035914156,0.173989828476264,827,3
175,20.1325420796883,0.1722499301915014,827,2
176,30.108494210201552,0.17052743088958636,827,3
177,20.396585039106686,0.1688221565806905,827,2
178,10.060808501206953,0.1671339350148836,631,1
179,20.0795628818827,0.16546259566473476,827,2
180,11.004556288123334,0.16380796970808742,827,1
181,30.09581425792755,0.16216989001100654,827,3
182,20.656061653140156,0.16054819111089647,827,2
183,20.9785829244583,0.1589427091997875,827,2
184,30.039778538981448,0.15735328210778962,827,3
185,30.065789242638346,0.15577974928671173,827,3
186,30.08078302549253,0.1542219517938446,827,3
187,30.088049928546805,0.15267973227590617,827,3
188,20.088502305188488,0.1511529349531471,827,2
189,30.05140587706049,0.14964140560361563,827,3
190,20.842832905655854,0.14814499154757946,730,2
191,20.11884418697831,0.14666354163210368,827,2
192,30.038238025317213,0.14519690621578263,827,3
193,30.10346260115298,0.1437449371536248,827,3
194,20.477315390951755,0.14230748778208857,827,2
195,30.1215689953308,0.14088441290426768,827,3
196,20.148167245663878,0.139475568775225,827,2
197,20.090325739326296,0.13808081308747275,827,2
198,30.111551420997014,0.136700004956598,827,3
199,30.107473409231496,0.13533300490703204,827,3
200,30.106038119054954,0.13397967485796172,827,3
201,30.12608530011109,0.1326398781093821,827,3
202,30.090650183154345,0.13131347932828827,827,3
203,10.108203119609842,0.1300003445350054,827,1
204,21.00128531007107,0.12870034108965533,827,2
205,30.093372140818897,0.1274133376787588,827,3
206,30.11636630667833,0.12613920430197118,827,3
207,20.077563604712402,0.12487781225895148,827,2
208,30.09506389446341,0.12362903413636196,827,3
209,30.08535715476857,0.12239274379499834,827,3
210,30.04362221742249,0.12116881635704835,827,3
211,30.134233833332814,0.11995712819347787,827,3
212,30.06214287157706,0.11875755691154309,827,3
213,30.063679978551754,0.11756998134242766,827,3
214,30.06593695628832,0.11639428152900338,827,3
215,30.065844289451686,0.11523033871371334,827,3
216,20.477582304101976,0.1140780353265762,827,2
217,30.027734684316297,0.11293725497331045,827,3
218,30.088926892149903,0.11180788242357734,827,3
219,30.083571289852365,0.11068980359934157,827,3
220,30.05432299816865,0.10958290556334815,827,3
221,30.05481728579017,0.10848707650771466,827,3
222,30.015549019663815,0.10740220574263752,827,3
223,30.05845605674751,0.10632818368521114,827,3
224,30.048246398887787,0.10526490184835903,827,3
225,20.071647541751414,0.10421225282987544,827,2
226,30.034214963500784,0.10317013030157669,827,3
227,30.08156964936232,0.10213842899856092,827,3
228,20.714057034606366,0.10111704470857531,827,2
229,30.068711587600326,0.10010587426148955,827,3
230,20.55266634704862,0.09910481551887466,658,2
231,30.050237956519034,0.0981137673636859,827,3
232,30.04894978591389,0.09713262969004904,827,3
233,20.035640134029418,0.09616130339314856,827,2
234,30.124121228842647,0.09519969035921708,827,3
235,30.031297842392622,0.0942476934556249,827,3
236,30.062175084579355,0.09330521652106866,827,3
237,21.166365157799692,0.09237216435585796,827,2
238,30.071645141642563,0.09144844271229938,827,3
239,30.050733479950978,0.0905339582851764,827,3
240,20.32536762793107,0.08962861870232462,827,2
241,30.04523075808204,0.08873233251530138,827,3
242,21.274385993770935,0.08784500919014836,827,2
243,30.085200240355384,0.08696655909824688,827,3
244,30.047366479174233,0.0860968935072644,827,3
245,30.098781796073805,0.08523592457219176,827,3
246,30.01327866196788,0.08438356532646984,827,3
247,30.044646797811314,0.08353972967320515,827,3
248,30.050941343545137,0.0827043323764731,827,3
249,30.07055385478106,0.08187728905270836,827,3
250,20.67944470635754,0.08105851616218128,827,2
251,30.08547441064483,0.08024793100055946,827,3
252,30.070129267819645,0.07944545169055386,827,3
253,30.088556358145862,0.07865099717364833,827,3
254,30.02742952411026,0.07786448720191184,827,3
255,30.050516756583722,0.07708584232989273,827,3
256,30.05368681482955,0.0763149839065938,827,3
257,30.08296096944029,0.07555183406752786,827,3
258,30.023146945851153,0.07479631572685258,827,3
259,20.028101921219772,0.07404835256958406,827,2
260,30.02991660517345,0.07330786904388821,827,3
261,21.476658661044894,0.07257479035344933,827,2
262,30.039110225491715,0.07184904244991483,827,3
263,10.088126074858566,0.07113055202541568,827,1
264,10.723981034492594,0.07041924650516153,827,1
265,20.881123676095864,0.06971505404010991,827,2
266,20.903133691322154,0.06901790349970881,827,2
267,10.078764427911112,0.06832772446471172,827,1
268,30.054106274801395,0.0676444472200646,827,3
269,30.050860530669024,0.06696800274786396,827,3
270,10.10608205236442,0.06629832272038531,827,1
271,30.073971723174985,0.06563533949318147,827,3
272,30.047842718984164,0.06497898609824965,827,3
273,30.030005042012235,0.06432919623726716,827,3
274,30.02719396770008,0.06368590427489448,827,3
275,20.046121101644513,0.06304904523214554,827,2
276,30.024631829757475,0.06241855477982408,827,3
277,30.01347777537791,0.06179436923202584,827,3
278,30.047046665121428,0.06117642553970558,827,3
279,20.0719503018486,0.06056466128430853,827,2
280,30.082699089677867,0.05995901467146544,827,3
281,30.08447924337206,0.059359424524750785,827,3
282,30.008210609919157,0.05876583027950327,827,3
283,30.029332644902723,0.05817817197670824,827,3
284,30.009808570505584,0.05759639025694116,827,3
285,30.08520569343894,0.057020426354371746,827,3
286,20.916256872692696,0.05645022209082803,827,2
287,30.042034836909192,0.05588571986991975,827,3
288,30.05540965525491,0.05532686267122055,827,3
289,20.044155904154614,0.05477359404450834,827,2
290,30.044646797811314,0.05422585810406326,827,3
291,30.01140653109201,0.05368359952302263,827,3
292,30.052428627560314,0.0531467635277924,827,3
293,20.583333333333336,0.05261529589251448,827,2
294,30.02742952411026,0.05208914293358933,827,3
295,30.068730420643252,0.05156825150425344,827,3
296,30.051955343860833,0.0510525689892109,827,3
297,30.03364325696797,0.050542043299318794,827,3
298,30.01347777537791,0.050036622866325604,827,3
299,30.028592814876472,0.04953625663766235,827,3
300,30.05491876159821,0.04904089407128572,827,3
301,20.035699847407106,0.04855048513057287,827,2
302,30.008210609919157,0.04806498027926714,827,3
303,30.011680701381454,0.047584330476474465,827,3
304,30.0469535985074,0.04710848717170972,827,3
305,30.050237956519034,0.04663740229999262,827,3
306,30.030899615572554,0.046171028276992696,827,3
307,30.084417166674623,0.045709317994222766,827,3
308,30.048365825643163,0.04525222481428054,827,3
309,30.046767865056736,0.04479970256613774,827,3
310,30.050910353628545,0.044351705540476356,827,3
311,30.035945294235457,0.043908188485071595,827,3
312,30.008210609919157,0.04346910660022087,827,3
313,21.316652228359484,0.04303441553421867,827,2
314,30.009808570505584,0.04260407137887648,827,3
315,30.02742952411026,0.04217803066508771,827,3
316,30.008210609919157,0.04175625035843684,827,3
317,30.025122723414174,0.04133868785485247,827,3
318,30.019278627568788,0.040925300976303945,827,3
319,30.02742952411026,0.0405160479665409,827,3
320,20.045249591124968,0.040110887486875496,827,2
321,30.028592814876472,0.03970977861200674,827,3
322,30.020136758128963,0.039312680825886674,827,3
323,30.028318644587024,0.038919554017627804,827,3
324,20.701849722570355,0.03853035847745152,827,2
325,30.086488410960527,0.03814505489267701,827,3
326,30.050237956519034,0.03776360434375024,827,3
327,30.087462671175505,0.03738596830031274,827,3
328,30.0267206840006,0.03701210861730961,827,3
329,30.01028185420506,0.03664198753113651,827,3
330,30.054261018335463,0.036275567655825146,827,3
331,30.01028185420506,0.03591281197926689,827,3
