Episode Number,Score,Epsilon Value,Number of Actions,Missed Deliveries
0,12.682092370707142,1.0,827,1
1,20.693224951849874,0.995,827,2
2,10.826938220128952,0.990025,662,1
3,30.273444192111757,0.985074875,827,3
4,30.266364852397142,0.980149500625,827,3
5,10.17310382600386,0.975248753121875,658,1
6,30.3115247340838,0.9703725093562656,827,3
7,30.219540073848965,0.9655206468094842,827,3
8,10.192279362887101,0.9606930435754368,631,1
9,10.321443788397564,0.9558895783575596,827,1
10,21.101754600681602,0.9511101304657719,827,2
11,10.27755479377525,0.946354579813443,827,1
12,20.801259513374387,0.9416228069143757,827,2
13,20.24760032950263,0.9369146928798039,827,2
14,20.916128932954255,0.9322301194154049,718,2
15,11.097315448557655,0.9275689688183278,827,1
16,2.127869932154141,0.9229311239742362,719,0
17,1.038577309221061,0.918316468354365,745,0
18,20.566542115232902,0.9137248860125932,827,2
19,30.28072111923755,0.9091562615825302,827,3
20,20.676239494967717,0.9046104802746175,658,2
21,30.276045002720902,0.9000874278732445,827,3
22,30.28052968857747,0.8955869907338783,827,3
23,10.665003597066972,0.8911090557802088,631,1
24,10.185182754205382,0.8866535105013078,658,1
25,10.299074338980954,0.8822202429488012,827,1
26,10.195113256997711,0.8778091417340572,658,1
27,10.190322915581328,0.873420096025387,658,1
28,21.193068468050896,0.86905299554526,795,2
29,10.242278614444865,0.8647077305675337,827,1
30,20.244946407391666,0.8603841919146961,827,2
31,20.234692645780022,0.8560822709551226,827,2
32,20.21239502151764,0.8518018596003469,827,2
33,20.26474214654688,0.8475428503023452,827,2
34,21.254746702735236,0.8433051360508335,819,2
35,20.571811172966974,0.8390886103705792,827,2
36,1.0453658883216206,0.8348931673187264,761,0
37,10.193487846837586,0.8307187014821328,658,1
38,11.178593704415118,0.826565107974722,827,1
39,2.909533793153259,0.8224322824348484,816,0
40,30.25632657834233,0.8183201210226743,827,3
41,20.251461121259254,0.8142285204175609,827,2
42,0.5839319166465835,0.810157377815473,606,0
43,11.774176435810537,0.8061065909263957,827,1
44,21.487150805454164,0.8020760579717637,827,2
45,30.2482307654033,0.7980656776819048,827,3
46,11.81898447400662,0.7940753492934953,794,1
47,20.51100925871164,0.7901049725470278,658,2
48,20.229570577563035,0.7861544476842928,827,2
49,0.16661484524509748,0.7822236754458712,369,0
50,20.218043493494193,0.7783125570686419,827,2
51,20.41355535655204,0.7744209942832987,658,2
52,30.21496521998941,0.7705488893118821,827,3
53,10.266772133160575,0.7666961448653228,827,1
54,10.225422332994526,0.7628626641409961,827,1
55,21.03229881929862,0.7590483508202912,827,2
56,11.639682370460434,0.7552531090661897,827,1
57,30.208600936806377,0.7514768435208588,827,3
58,10.782137738968219,0.7477194593032545,666,1
59,10.163025035175256,0.7439808620067382,631,1
60,10.242817813047822,0.7402609576967045,827,1
61,20.565995102283132,0.736559652908221,827,2
62,21.138317163326995,0.7328768546436799,827,2
63,20.650798665676025,0.7292124703704614,827,2
64,20.28761516118446,0.7255664080186092,827,2
65,0.09423911713957861,0.7219385759785161,300,0
66,30.171664001628457,0.7183288830986235,827,3
67,20.243609673701812,0.7147372386831304,827,2
68,30.230925054863462,0.7111635524897147,827,3
69,10.198178505545824,0.7076077347272661,658,1
70,21.077259924998877,0.7040696960536298,765,2
71,21.349505872974802,0.7005493475733616,827,2
72,20.15281483403865,0.6970466008354949,658,2
73,21.347460880774115,0.6935613678313174,827,2
74,20.2525203367574,0.6900935609921608,827,2
75,10.276953149686312,0.6866430931872,631,1
76,20.217666863386878,0.683209877721264,658,2
77,10.233484792697215,0.6797938283326577,827,1
78,30.223443755545258,0.6763948591909944,827,3
79,11.093855806672405,0.6730128848950394,827,1
80,10.13891577864603,0.6696478204705641,658,1
81,30.264626122314592,0.6662995813682113,827,3
82,30.24638849822257,0.6629680834613703,827,3
83,20.46105963729412,0.6596532430440635,658,2
84,0.9163349382227522,0.6563549768288431,577,0
85,0.05912559332294746,0.6530732019446989,306,0
86,10.825414062499423,0.6498078359349754,827,1
87,30.19163845290851,0.6465587967553006,827,3
88,20.25060476978639,0.6433260027715241,827,2
89,30.19883107575644,0.6401093727576664,827,3
90,30.179143627281874,0.6369088258938781,827,3
91,20.196402567836895,0.6337242817644086,658,2
92,0.22327326954311422,0.6305556603555866,474,0
93,10.232884496356661,0.6274028820538087,827,1
94,21.760147862932214,0.6242658676435396,827,2
95,20.630967847938887,0.6211445383053219,827,2
96,20.247366937633707,0.6180388156137954,827,2
97,20.19049007662578,0.6149486215357264,827,2
98,20.235658994015314,0.6118738784280477,827,2
99,21.273842255159355,0.6088145090359075,827,2
100,21.848952338939895,0.6057704364907279,827,2
101,10.230356075211368,0.6027415843082743,827,1
102,12.310408667394205,0.599727876386733,827,1
103,20.132555606025743,0.5967292370047993,827,2
104,10.165767682714701,0.5937455908197753,631,1
105,30.18830612403019,0.5907768628656764,827,3
106,10.579064477451347,0.587822978551348,827,1
107,10.509296925255533,0.5848838636585912,631,1
108,10.228580684945774,0.5819594443402983,827,1
109,11.239779327811835,0.5790496471185969,827,1
110,30.22977268516049,0.5761543988830038,827,3
111,30.179561888026736,0.5732736268885888,827,3
112,30.17501979332495,0.5704072587541459,827,3
113,20.21694994017719,0.5675552224603752,827,2
114,30.118719986948204,0.5647174463480732,827,3
115,20.166460645891892,0.5618938591163328,827,2
116,30.213240898339897,0.5590843898207511,827,3
117,10.18467085662664,0.5562889678716475,827,1
118,10.947055624069952,0.5535075230322892,827,1
119,30.211687307629436,0.5507399854171278,827,3
120,12.127785686892924,0.5479862854900421,791,1
121,10.142158566667945,0.5452463540625919,631,1
122,20.20921248030416,0.542520122292279,827,2
123,20.28313981959059,0.5398075216808176,827,2
124,20.20336667400488,0.5371084840724134,827,2
125,10.212599588011228,0.5344229416520514,827,1
126,10.828156002085539,0.5317508269437912,827,1
127,20.246126131091952,0.5290920728090721,827,2
128,20.228018121807597,0.5264466124450268,658,2
129,10.23100583095047,0.5238143793828016,827,1
130,1.1467243821767372,0.5211953074858876,813,0
